,buy_date,industry,pnl
83,2024-09-06,互联网服务与基础设施,30086.96827316284
84,2024-09-06,综合性银行,39843.199436187744
85,2024-09-09,互联网服务与基础设施,30384.45112991333
86,2024-09-09,制药,37410.33974981308
87,2024-09-09,综合性银行,38968.799691200256
88,2024-09-10,生物科技,115588.44231700897
89,2024-09-10,应用软件,52686.72747039795
90,2024-09-10,互联网服务与基础设施,31841.560676574707
91,2024-09-10,制药,42457.96221399307
92,2024-09-10,综合性银行,35760.608300209045
93,2024-09-11,生物科技,116482.68122196198
94,2024-09-11,应用软件,54931.510374069214
95,2024-09-11,互联网服务与基础设施,34825.598094940186
96,2024-09-11,制药,41025.102298259735
97,2024-09-11,综合性银行,34551.39968538284
98,2024-09-12,制药,46950.23149442673
99,2024-09-12,综合性银行,35126.299243927
100,2024-09-13,应用软件,60158.239559173584
101,2024-09-13,互联网服务与基础设施,40567.78957366943
102,2024-09-13,制药,53024.77182531357
103,2024-09-16,生物科技,131972.7929506302
104,2024-09-16,互联网服务与基础设施,41578.381390571594
105,2024-09-16,综合性银行,36785.98912191391
106,2024-09-17,生物科技,131894.78262233734
107,2024-09-17,制药,45717.29060506821
108,2024-09-17,综合性银行,36670.210967063904
109,2024-09-18,应用软件,62247.96127510071
110,2024-09-18,互联网服务与基础设施,44028.46036815643
111,2024-09-18,制药,44031.9080786705
112,2024-09-18,综合性银行,36204.19197893143
113,2024-09-19,生物科技,139925.13117218018
114,2024-09-19,互联网服务与基础设施,51106.5299282074
115,2024-09-19,制药,47976.52079534531
116,2024-07-22,应用软件,56896.65235519409
117,2024-07-23,应用软件,56888.30210876465
118,2024-07-23,综合性银行,46687.98498439789
119,2024-07-25,生物科技,106442.00893878937
120,2024-07-25,应用软件,51686.39263725281
121,2024-07-25,互联网服务与基础设施,36062.209659576416
122,2024-07-25,制药,34788.20770597458
123,2024-07-25,综合性银行,40607.220718860626
124,2024-07-26,生物科技,111219.56687831879
125,2024-07-26,应用软件,59605.66955566406
126,2024-07-26,综合性银行,46459.91015625
127,2024-07-29,应用软件,55481.33084869385
128,2024-07-30,制药,34574.37942934036
129,2024-07-31,应用软件,56880.958768844604
130,2024-08-01,综合性银行,33823.50321722031
131,2024-08-02,应用软件,46118.46899604797
132,2024-08-02,互联网服务与基础设施,28702.501384735107
133,2024-08-02,综合性银行,25037.95094060898
134,2024-08-05,生物科技,89918.08082389832
135,2024-08-05,互联网服务与基础设施,25832.09956741333
136,2024-08-05,综合性银行,19881.632195949554
137,2024-08-06,应用软件,45799.28945159912
138,2024-08-06,制药,31807.301481723785
139,2024-08-07,生物科技,81297.9708442688
140,2024-08-07,综合性银行,22793.02127981186
141,2024-08-08,生物科技,88683.67308616638
142,2024-08-08,互联网服务与基础设施,31585.970588684082
143,2024-08-08,制药,23051.129142284393
144,2024-08-08,综合性银行,27484.75116252899
145,2024-08-09,应用软件,38766.64936828613
146,2024-08-09,互联网服务与基础设施,33098.54895401001
147,2024-08-09,制药,23456.849531650543
148,2024-08-12,互联网服务与基础设施,31401.44013595581
149,2024-08-13,生物科技,110021.99193286896
150,2024-08-13,互联网服务与基础设施,34388.82888031006
151,2024-08-13,综合性银行,33275.992013931274
152,2024-08-14,生物科技,106980.52647399902
153,2024-08-14,综合性银行,34161.9219827652
154,2024-08-15,应用软件,45343.83024597168
155,2024-08-15,互联网服务与基础设施,40112.380321502686
156,2024-08-15,制药,26843.700011730194
157,2024-08-15,综合性银行,37243.86029243469
158,2024-08-16,生物科技,110961.0245809555
159,2024-08-16,制药,25833.54073381424
160,2024-08-16,综合性银行,38911.821216106415
161,2024-08-19,应用软件,49067.62610435486
162,2024-08-19,制药,28767.18965768814
163,2024-08-19,综合性银行,44752.730065345764
164,2024-08-20,生物科技,118597.01807403564
165,2024-08-20,互联网服务与基础设施,46629.83961868286
166,2024-08-20,制药,29378.269851207733
167,2024-08-21,互联网服务与基础设施,48534.7791595459
168,2024-08-22,生物科技,115759.15139007568
169,2024-08-22,应用软件,45977.3611497879
170,2024-08-22,互联网服务与基础设施,46750.13021850586
171,2024-08-23,生物科技,120685.12734889984
172,2024-08-23,应用软件,49973.24884605408
173,2024-08-23,互联网服务与基础设施,50287.42750930786
174,2024-08-23,综合性银行,48795.51119041443
175,2024-08-26,应用软件,48720.108021736145
176,2024-08-26,制药,32749.182901859283
177,2024-08-26,综合性银行,47601.36836719513
178,2024-08-28,应用软件,46530.48760223389
179,2024-08-28,互联网服务与基础设施,44045.63940048218
180,2024-08-28,综合性银行,46015.93044900894
181,2024-08-29,生物科技,116280.43906211853
182,2024-08-29,互联网服务与基础设施,45940.90829086304
183,2024-08-29,综合性银行,47358.679154872894
184,2024-08-30,应用软件,53427.73850631714
185,2024-08-30,互联网服务与基础设施,48316.14934539795
186,2024-08-30,制药,35666.70287275314
187,2024-08-30,综合性银行,48960.94853401184
188,2024-09-03,生物科技,109206.68056869507
189,2024-09-03,应用软件,45695.517475128174
190,2024-09-03,互联网服务与基础设施,41010.76096343994
191,2024-09-03,制药,32512.692655086517
192,2024-09-03,综合性银行,44642.98879861832
193,2024-09-04,应用软件,44119.508169174194
194,2024-09-04,制药,32923.50936746597
195,2024-09-05,应用软件,46367.88953208923
196,2024-09-05,互联网服务与基础设施,33719.98131942749
197,2024-09-05,综合性银行,46973.208743572235
198,2024-09-06,生物科技,106474.46136951447
199,2024-09-06,应用软件,46433.75888252258
200,2024-09-06,制药,28944.58212709427
201,2024-09-09,生物科技,118668.29532432556
202,2024-09-09,应用软件,52079.45799255371
203,2024-09-12,生物科技,120592.33166599274
204,2024-09-12,应用软件,57396.558809280396
205,2024-09-12,互联网服务与基础设施,37819.631976127625
206,2024-09-13,生物科技,126324.48946285248
207,2024-09-13,综合性银行,38263.93846464157
208,2024-09-16,应用软件,62038.499225616455
209,2024-09-16,制药,49945.701014995575
210,2024-09-17,应用软件,62632.12991523743
211,2024-09-17,互联网服务与基础设施,42637.469378471375
212,2024-09-18,生物科技,135540.82069396973
213,2024-09-19,应用软件,67923.8604183197
214,2024-09-19,综合性银行,40130.62002515793
